date,"All Employees: Professional, Scientific, and Technical Services",state,msa,city,title,id,frequency,seasonal_adjustment
2000-12-01,328.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2001-01-01,329.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2001-02-01,328.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2001-03-01,330.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2001-04-01,328.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2001-05-01,330.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2001-06-01,328.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2001-07-01,327,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2001-08-01,327.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2001-09-01,324.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2001-10-01,327.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2001-11-01,326.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2001-12-01,325.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2002-01-01,325.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2002-02-01,326.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2002-03-01,327.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2002-04-01,327.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2002-05-01,325.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2002-06-01,324.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2002-07-01,325.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2002-08-01,326.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2002-09-01,326.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2002-10-01,327.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2002-11-01,327.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2002-12-01,327.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2003-01-01,329.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2003-02-01,329.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2003-03-01,332.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2003-04-01,330.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2003-05-01,330.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2003-06-01,330.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2003-07-01,329.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2003-08-01,329.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2003-09-01,329.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2003-10-01,328.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2003-11-01,328.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2003-12-01,330.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2004-01-01,328.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2004-02-01,327.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2004-03-01,329.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2004-04-01,331.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2004-05-01,333.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2004-06-01,334.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2004-07-01,336.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2004-08-01,337.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2004-09-01,338.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2004-10-01,340.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2004-11-01,341.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2004-12-01,343.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2005-01-01,346.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2005-02-01,347.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2005-03-01,347.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2005-04-01,349.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2005-05-01,351.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2005-06-01,352.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2005-07-01,354.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2005-08-01,356,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2005-09-01,358.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2005-10-01,359.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2005-11-01,361.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2005-12-01,363.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2006-01-01,365.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2006-02-01,367.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2006-03-01,368.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2006-04-01,369.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2006-05-01,369,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2006-06-01,373.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2006-07-01,374.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2006-08-01,376.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2006-09-01,377.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2006-10-01,378.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2006-11-01,379,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2006-12-01,379.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2007-01-01,381.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2007-02-01,383.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2007-03-01,384.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2007-04-01,383.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2007-05-01,385.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
