date,Housing Inventory: Median Listing Price Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2021-04-01,11.02,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"Housing Inventory: Median Listing Price Year-Over-Year in Houston-the Woodlands-Sugar Land, TX (CBSA)",MEDLISPRIYY26420,Monthly,Not Seasonally Adjusted
2021-05-01,12.47,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"Housing Inventory: Median Listing Price Year-Over-Year in Houston-the Woodlands-Sugar Land, TX (CBSA)",MEDLISPRIYY26420,Monthly,Not Seasonally Adjusted
2021-06-01,11.57,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"Housing Inventory: Median Listing Price Year-Over-Year in Houston-the Woodlands-Sugar Land, TX (CBSA)",MEDLISPRIYY26420,Monthly,Not Seasonally Adjusted
2021-07-01,11.62,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"Housing Inventory: Median Listing Price Year-Over-Year in Houston-the Woodlands-Sugar Land, TX (CBSA)",MEDLISPRIYY26420,Monthly,Not Seasonally Adjusted
2021-08-01,10.27,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"Housing Inventory: Median Listing Price Year-Over-Year in Houston-the Woodlands-Sugar Land, TX (CBSA)",MEDLISPRIYY26420,Monthly,Not Seasonally Adjusted
2021-09-01,7.15,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"Housing Inventory: Median Listing Price Year-Over-Year in Houston-the Woodlands-Sugar Land, TX (CBSA)",MEDLISPRIYY26420,Monthly,Not Seasonally Adjusted
2021-10-01,5.73,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"Housing Inventory: Median Listing Price Year-Over-Year in Houston-the Woodlands-Sugar Land, TX (CBSA)",MEDLISPRIYY26420,Monthly,Not Seasonally Adjusted
2021-11-01,6.35,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"Housing Inventory: Median Listing Price Year-Over-Year in Houston-the Woodlands-Sugar Land, TX (CBSA)",MEDLISPRIYY26420,Monthly,Not Seasonally Adjusted
2017-07-01,16.53,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2017-08-01,14.13,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2017-09-01,7.59,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2017-10-01,7.12,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2017-11-01,7.53,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2017-12-01,8.59,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2018-01-01,6.51,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2018-02-01,1.4,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2018-03-01,1.49,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2018-04-01,0.0,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2018-05-01,0.05,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2018-06-01,0.01,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2018-07-01,1.68,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2018-08-01,0.94,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2018-09-01,6.34,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2018-10-01,6.34,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2018-11-01,3.14,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2018-12-01,1.62,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2019-01-01,1.41,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2019-02-01,0.31,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2019-03-01,2.96,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2019-04-01,10.6,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2019-05-01,6.8,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2019-06-01,7.16,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2019-07-01,10.38,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2019-08-01,13.4,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2019-09-01,13.06,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2019-10-01,8.38,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2019-11-01,10.75,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2019-12-01,10.25,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2020-01-01,12.06,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2020-02-01,14.59,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2020-03-01,13.35,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2020-04-01,10.54,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2020-05-01,16.33,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2020-06-01,12.38,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2020-07-01,14.19,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2020-08-01,10.93,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2020-09-01,10.91,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2020-10-01,15.71,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2020-11-01,15.69,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2020-12-01,19.02,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2021-01-01,16.35,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2021-02-01,16.08,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2021-03-01,14.93,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2021-04-01,12.73,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2021-05-01,13.41,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2021-06-01,19.41,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2021-07-01,12.85,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2021-08-01,25.93,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2021-09-01,24.89,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2021-10-01,27.53,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2021-11-01,31.06,WA,"Kennewick-Richland, WA",Kennewick,"Housing Inventory: Median Listing Price Year-Over-Year in Kennewick-Richland, WA (CBSA)",MEDLISPRIYY28420,Monthly,Not Seasonally Adjusted
2017-07-01,6.65,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Median Listing Price Year-Over-Year in Lewiston, ID-WA (CBSA)",MEDLISPRIYY30300,Monthly,Not Seasonally Adjusted
2017-08-01,8.66,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Median Listing Price Year-Over-Year in Lewiston, ID-WA (CBSA)",MEDLISPRIYY30300,Monthly,Not Seasonally Adjusted
2017-09-01,8.69,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Median Listing Price Year-Over-Year in Lewiston, ID-WA (CBSA)",MEDLISPRIYY30300,Monthly,Not Seasonally Adjusted
2017-10-01,5.68,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Median Listing Price Year-Over-Year in Lewiston, ID-WA (CBSA)",MEDLISPRIYY30300,Monthly,Not Seasonally Adjusted
2017-11-01,13.84,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Median Listing Price Year-Over-Year in Lewiston, ID-WA (CBSA)",MEDLISPRIYY30300,Monthly,Not Seasonally Adjusted
2017-12-01,6.35,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Median Listing Price Year-Over-Year in Lewiston, ID-WA (CBSA)",MEDLISPRIYY30300,Monthly,Not Seasonally Adjusted
2018-01-01,5.76,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Median Listing Price Year-Over-Year in Lewiston, ID-WA (CBSA)",MEDLISPRIYY30300,Monthly,Not Seasonally Adjusted
2018-02-01,10.65,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Median Listing Price Year-Over-Year in Lewiston, ID-WA (CBSA)",MEDLISPRIYY30300,Monthly,Not Seasonally Adjusted
2018-03-01,4.39,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Median Listing Price Year-Over-Year in Lewiston, ID-WA (CBSA)",MEDLISPRIYY30300,Monthly,Not Seasonally Adjusted
2018-04-01,4.56,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Median Listing Price Year-Over-Year in Lewiston, ID-WA (CBSA)",MEDLISPRIYY30300,Monthly,Not Seasonally Adjusted
2018-05-01,4.19,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Median Listing Price Year-Over-Year in Lewiston, ID-WA (CBSA)",MEDLISPRIYY30300,Monthly,Not Seasonally Adjusted
2018-06-01,4.17,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Median Listing Price Year-Over-Year in Lewiston, ID-WA (CBSA)",MEDLISPRIYY30300,Monthly,Not Seasonally Adjusted
2018-07-01,6.11,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Median Listing Price Year-Over-Year in Lewiston, ID-WA (CBSA)",MEDLISPRIYY30300,Monthly,Not Seasonally Adjusted
2018-08-01,5.65,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Median Listing Price Year-Over-Year in Lewiston, ID-WA (CBSA)",MEDLISPRIYY30300,Monthly,Not Seasonally Adjusted
2018-09-01,6.28,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Median Listing Price Year-Over-Year in Lewiston, ID-WA (CBSA)",MEDLISPRIYY30300,Monthly,Not Seasonally Adjusted
2018-10-01,6.83,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Median Listing Price Year-Over-Year in Lewiston, ID-WA (CBSA)",MEDLISPRIYY30300,Monthly,Not Seasonally Adjusted
